"NUM_ID","NUM_IM","CODEBUR","LIEU_AF","MOTIF_AFFECT","FONCTION_AF","DIVISION_AF","SERVICE_AF","DIRECTION_AF","DATE_PS"
"2007DEC82","250 112","SAF","SERVICE ADMINISTRATIF ET FINANCIER","COMPLEMENT D'EFFECTIF","","","SAF","DGD",
"2002DEC49","250 115","DSCD","DIRECTION DES STATISTIQUES ET DE LA COMPTABILITE DOUANIERES","COMPLEMENT D'EFFECTIF","COMPLEMENT D'EFFECTIF","","","",
"2005DEC90","250 115","12IV","IVATO-AEROPORT","COMPLEMENT D'EFFECTIF","CHEF DE VISITE","","SOC","DSE",07/09/05
"2008DEC121","250 115","22TP","TOAMASINA-PETROLES","ANNULEE","","","","",23/05/08
"2008DEC162","250 115","SID","SERVICE DE L'INSPECTION DOUANIERE","COMPLEMENT D'EFFECTIF","COMPLEMENT D'EFFECTIF","","","",
"2011DEC118","250 115","11AN","ANTANANARIVO","COMPLEMENT D'EFFECTIF","RECEVEUR","","SOC","DSE",01/03/11
"2014DEC235","250 115","SRI","SERVICE DES RELATIONS INTERNATIONALES","COMPLEMENT D'EFFECTIF","COMPLEMENT D'EFFECTIF","","SRI","DLV",
"2001DEC78","250 861","DESD","DIRECTION DES ENQUETES ET DE LA SURVEILLANCE DOUANIERES","COMPLEMENT D'EFFECTIF","COMPLEMENT D'EFFECTIF","","","",19/10/01
"2014DEC275","250 861","DGD","DIRECTION GENERALE DES DOUANES","COMPLEMENT D'EFFECTIF","COMPLEMENT D'EFFECTIF","","","DGD",
"2000DEC38","255 219","SRI","SERVICE DES RELATIONS INTERNATIONALES","COMPLEMENT D'EFFECTIF","","","","",03/07/00
"2004DEC60","255 219","12IV","IVATO-AEROPORT","COMPLEMENT D'EFFECTIF","","","","",
"2014DEC211","255 219","11AN","ANTANANARIVO","COMPLEMENT D'EFFECTIF","","","SPCB","DSE",19/08/14
"2003DEC57","256 358","21TO","BUREAU DES DOUANES DE TOAMASINA PORT","COMPLEMENT D'EFFECTIF","","","SOC","DSE",22/05/03
"2006DEC75","256 358","11AN","ANTANANARIVO","COMPLEMENT D'EFFECTIF","","","SOC","DSE",03/10/06
"2014DEC236","256 358","SID","SERVICE DE L'INSPECTION DOUANIERE","COMPLEMENT D'EFFECTIF","","","SID","DGD",19/08/14
"2014DEC277","256 358","SRAR","SERVICE DU RENSEIGNEMENT ET DE L'ANALYSE DES RISQUES","COMPLEMENT D'EFFECTIF","","EFFECTIF","SRAR","DAJLF",
"2015DEC177","256 358","12IV","IVATO-AEROPORT","","CHEF RET","RET","SPCB","DSE",28/07/15
"2000DEC39","257 112","21TO","BUREAU DES DOUANES DE TOAMASINA PORT","COMPLEMENT D'EFFECTIF","","","","",06/07/00
"2004DEC62","257 112","11AN","ANTANANARIVO","COMPLEMENT D'EFFECTIF","","","","",11/10/04
"2008DEC156","257 112","SLR","SERVICE DE LA LEGISLATION ET DE LA REGLEMENTATION","COMPLEMENT D'EFFECTIF","","","","",03/02/09
"2014DEC264","257 112","SPCB","SERVICE DE PILOTAGE ET DE COORDINATION DES BUREAUX DES DOUANES","","CHEF DE DIVISION SUIVI RET","RET","SPCB","DSE",05/08/14
"2000DEC40","258 865","34AS","ANTSIRANANA","COMPLEMENT D'EFFECTIF","","","","",10/07/00
"2005DEC91","258 865","SLR","SERVICE DE LA LEGISLATION ET DE LA REGLEMENTATION","COMPLEMENT D'EFFECTIF","","","SLR","DLR",22/11/06
"2012DEC119","258 865","SAF","SERVICE ADMINISTRATIF ET FINANCIER","COMPLEMENT D'EFFECTIF","","","SAF","",28/11/12
"2015DEC175","258 865","35NB","NOSY-BE","COMPLEMENT D'EFFECTIF","","","SPCB","DSE",30/04/15
"2000DEC41","268 452","12IV","IVATO-AEROPORT","COMPLEMENT D'EFFECTIF","","","","",04/07/00
"2002DEC44","268 452","SS","SERVICE DES STATISTIQUES","COMPLEMENT D'EFFECTIF","","COMPTABILITE DES DOUANES","","",
"2007DEC168","268 452","11AN","ANTANANARIVO","COMPLEMENT D'EFFECTIF","","","SPCB","DSE",28/09/07
"2008DEC147","268 452","SLR","SERVICE DE LA LEGISLATION ET DE LA REGLEMENTATION","COMPLEMENT D'EFFECTIF","","","SLR","DLRE",17/11/08
"2006DEC99","268 516","11AN","ANTANANARIVO","COMPLEMENT D'EFFECTIF","","","SOC","DSE",18/12/06
"2007DEC141","268 516","21TO","BUREAU DES DOUANES DE TOAMASINA PORT","COMPLEMENT D'EFFECTIF","","","SOC","DSE",
"2008DEC159","268 516","SLR","SERVICE DE LA LEGISLATION ET DE LA REGLEMENTATION","COMPLEMENT D'EFFECTIF","","","","",
"2014DEC272","268 516","12IV","IVATO-AEROPORT","NOMINATION","CHEF DES OPERATIONS DE SURVEILLANCE","","SPCB","DSE",04/01/16
"2001DEC64","271 021","34AS","ANTSIRANANA","COMPLEMENT D'EFFECTIF","","","","",06/11/01
"2005DEC97","271 021","SLR","SERVICE DE LA LEGISLATION ET DE LA REGLEMENTATION","Complement d'effectif","","","SLR","DLR",
"2008DEC151","271 021","BMSTUL","BMS TULEAR","NOMINATION","CHEF SECTEUR BMS TULEAR","","","",
"2001DEC58","271 151","SLF","SERVICE DE LA LUTTE CONTRE LA FRAUDE","COMPLEMENT D'EFFECTIF","","","","",20/08/01
"2001DEC66","271 151","DESD","DIRECTION DES ENQUETES ET DE LA SURVEILLANCE DOUANIERES","COMPLEMENT D'EFFECTIF","","","","",
"1998DEC12","271 229","DTERD","DIRECTION DE LA TECHNIQUE, DES ENQUETES ET DES RECHERCHES DOUANIERES","COMPLEMENT D'EFFECTIF","","","","",
"2001DEC59","271 229","12IV","IVATO-AEROPORT","COMPLEMENT D'EFFECTIF","","","","",27/08/01
"2015DEC189","271 229","SCAP","SERVICE DE COORDINATION DES ACTIONS DOUANIERES ET DE LA PROGRAMMATION","NOMINATION","CHEF DU SERVICE SCAP","","SCAP","DGD",04/09/15
"2001DEC60","272 544","DGD","DIRECTION GENERALE DES DOUANES","COMPLEMENT D'EFFECTIF","","","","",14/08/01
"2001DEC67","272 544","SSC","SERVICE DES STATISTIQUES ET DE LA COMPTABILITE","COMPLEMENT D'EFFECTIF","","","","",14/08/01
"2002DEC40","272 544","53TL","TOLIARA","COMPLEMENT D'EFFECTIF","","","","",
"1999DEC32","273 342","SCRS","SERVICE DU CONTROLE DES REGIMES SUSPENSIFS","COMPLEMENT D'EFFECTIF","","","","",30/05/99
"2008DEC122","273 342","12IV","IVATO-AEROPORT","COMPLEMENT D'EFFECTIF","","","SOC","DSE",28/01/08
"2014DEC285","273 342","11AN","ANTANANARIVO","NOMINATION","ADJOINT AU RECEVEUR","","SPCB","DSE",27/10/14
"1999DEC25","273 343","11AN","ANTANANARIVO","COMPLEMENT D'EFFECTIF","","","","",26/05/99
"2001DEC56","273 343","DESD","DIRECTION DES ENQUETES ET DE LA SURVEILLANCE DOUANIERES","COMPLEMENT D'EFFECTIF","","","","",16/05/01
"2006DEC100","273 343","SLR","SERVICE DE LA LEGISLATION ET DE LA REGLEMENTATION","COMPLEMENT D'EFFECTIF","","","","",18/12/06
"2015DEC178","273 343","21TO","BUREAU DES DOUANES DE TOAMASINA PORT","COMPLEMENT D'EFFECTIF","","","SPCB","DSE",05/06/15
"1999DEC26","273 349","12IV","IVATO-AEROPORT","COMPLEMENT D'EFFECTIF","","","","",30/04/99
"2003DEC58","273 349","12IV","IVATO-AEROPORT","COMPLEMENT D'EFFECTIF","","","","",21/05/03
"2005DEC116","273 349","DISCD","DIRECTION DE L'INFORMATIQUE,DES STATISTIQUES ET DE LA COMPTABILITE DOUANIERES","COMPLEMENT D'EFFECTIF","","","","DISCD",
"2007DEC138","273 349","SCRS","SERVICE DU CONTROLE DES REGIMES SUSPENSIFS","COMPLEMENT D'EFFECTIF","","","","",28/03/07
"2007DEC159","273 349","11AN","ANTANANARIVO","NOMINATION SUR FONCTION","COORDONNATEUR","","SOC","DSE",10/09/07
"1999DEC27","273 354","11AN","ANTANANARIVO","COMPLEMENT D'EFFECTIF","","","","",25/05/99
"2000DEC52","273 354","21TO","BUREAU DES DOUANES DE TOAMASINA PORT","COMPLEMENT D'EFFECTIF","","","","",28/07/00
"2003DEC64","273 354","13AB","ANTSIRABE","COMPLEMENT D'EFFECTIF","","","","",
"2006DEC101","273 354","12IV","IVATO-AEROPORT","COMPLEMENT D'EFFECTIF","","","","",
"2007DEC122","273 354","12IV","IVATO-AEROPORT","COMPLEMENT D'EFFECTIF","","","SOC","DSE",
"2008DEC123","273 354","SLR","SERVICE DE LA LEGISLATION ET DE LA REGLEMENTATION","COMPLEMENT D'EFFECTIF","","","SLR","DLR",04/03/08
"1999DEC28","273 355","12IV","IVATO-AEROPORT","COMPLEMENT D'EFFECTIF","","","","",
"2005DEC113","273 355","61MK","MANAKARA","COMPLEMENT D'EFFECTIF","","","","",
"2006DEC102","273 355","SLR","SERVICE DE LA LEGISLATION ET DE LA REGLEMENTATION","COMPLEMENT D'EFFECTIF","","","","",11/12/06
"2007DEC170","273 355","21TO","BUREAU DES DOUANES DE TOAMASINA PORT","COMPLEMENT D'EFFECTIF","","","SOC","DSE",01/10/07
"1999DEC29","273 356","53TL","TOLIARA","COMPLEMENT D'EFFECTIF","","","","",
"2005DEC120","273 356","21TO","BUREAU DES DOUANES DE TOAMASINA PORT","COMPLEMENT D'EFFECTIF","","","","",09/11/05
"2011DEC120","273 356","SLR","SERVICE DE LA LEGISLATION ET DE LA REGLEMENTATION","COMPLEMENT D'EFFECTIF","","","SLR","",
"2013DEC155","273 356","SLR","SERVICE DE LA LEGISLATION ET DE LA REGLEMENTATION","COMPLEMENT D'EFFECTIF","","","SLR","DLRE",
"2014DEC266","273 356","BSTMM","BS TOAMASINA","NOMINATION","CHEF DE SECTEUR BMS TAMATAVE","","SSLC","DSE",31/07/14
"1999DEC30","273 359","SAJC","SERVICE DES AFFAIRES JURIDIQUES ET DU CONTENTIEUX","COMPLEMENT D'EFFECTIF","","","","",
"2001DEC61","273 359","21TO","BUREAU DES DOUANES DE TOAMASINA PORT","COMPLEMENT D'EFFECTIF","","","","",09/08/01
"2002DEC45","273 359","SS","SERVICE DES STATISTIQUES","COMPLEMENT D'EFFECTIF","","","","",
"2004DEC75","273 359","12IV","IVATO-AEROPORT","COMPLEMENT D'EFFECTIF","","","","",
"2010DEC122","273 359","11AN","ANTANANARIVO","COMPLEMENT D'EFFECTIF","","","SPCB","DSE",
"1999DEC31","273 363","SAJC","SERVICE DES AFFAIRES JURIDIQUES ET DU CONTENTIEUX","COMPLEMENT D'EFFECTIF","COMPLEMENT D'EFFECTIF","","","",
"2004DEC67","273 363","21TO","BUREAU DES DOUANES DE TOAMASINA PORT","COMPLEMENT D'EFFECTIF","COMPLEMENT D'EFFECTIF","","","",
"2007DEC173","273 363","SOC","SERVICE DES OPERATIONS COMMERCIALES","COMPLEMENT D'EFFECTIF","COMPLEMENT D'EFFECTIF","","SOC","DSE",
"2014DEC213","273 363","12IV","IVATO-AEROPORT","NOMINATION SUR FONCTION","CHEF DES OPERATIONS COMMERCIALES ESCALE","","SPCB","DSE",08/08/14
"1999DEC33","273 364","12IV","IVATO-AEROPORT","COMPLEMENT D'EFFECTIF","COMPLEMENT D'EFFECTIF","","","",
"2005DEC125","273 364","17ZO","ANTENNE DES DOUANES AMBOHIBAO","COMPLEMENT D'EFFECTIF","COMPLEMENT D'EFFECTIF","","","",
"2007DEC123","273 364","11AN","ANTANANARIVO","COMPLEMENT D'EFFECTIF","COMPLEMENT D'EFFECTIF","","SOC","DSE",
"2008DEC112","273 364","12IV","IVATO-AEROPORT","COMPLEMENT D'EFFECTIF","COMPLEMENT D'EFFECTIF","","SOC","DSE",
"2014DEC237","273 364","SVO","SERVICE DE LA VALEUR ET DE L'ORIGINE","COMPLEMENT D'EFFECTIF","COMPLEMENT D'EFFECTIF","","SVO","DLV",
"2015DEC186","273 364","SRAR","SERVICE DU RENSEIGNEMENT ET DE L'ANALYSE DES RISQUES","COMPLEMENT D'EFFECTIF","COMPLEMENT D'EFFECTIF","","SRAR","",
"2000DEC49","275 767","12IV","IVATO-AEROPORT","COMPLEMENT D'EFFECTIF","COMPLEMENT D'EFFECTIF","","","",
"2003DEC59","275 767","SLF","SERVICE DE LA LUTTE CONTRE LA FRAUDE","COMPLEMENT D'EFFECTIF","COMPLEMENT D'EFFECTIF","","SLF","DAJLF",
"2007DEC160","275 767","12IV","IVATO-AEROPORT","COMPLEMENT D'EFFECTIF","COMPLEMENT D'EFFECTIF","","SPCB","DSE",
"2013DEC163","275 767","SOC","SERVICE DES OPERATIONS COMMERCIALES","COMPLEMENT D'EFFECTIF","COMPLEMENT D'EFFECTIF","","SOC","DSE",
"2000DEC50","275 771","SLF","SERVICE DE LA LUTTE CONTRE LA FRAUDE","COMPLEMENT D'EFFECTIF","","","","",
"2007DEC139","275 771","11AN","ANTANANARIVO","COMPLEMENT D'EFFECTIF","","","SOC","DSE",03/04/07
"2014DEC214","275 771","14MA","MAMORY-IVATO","COMPLEMENT D'EFFECTIF","ADJOINT AU RECEVEUR DES DOUANES","","SPCB","DSE",08/09/14
"2000DEC51","275 779","11AN","ANTANANARIVO","COMPLEMENT D'EFFECTIF","","","","",04/06/03
"2003DEC61","275 779","SLF","SERVICE DE LA LUTTE CONTRE LA FRAUDE","COMPLEMENT D'EFFECTIF","","","SLF","DAJLF",21/09/00
"2010DEC139","275 779","12IV","IVATO-AEROPORT","COMPLEMENT D'EFFECTIF","","","SPCB","DSE",12/11/14
"2014DEC290","275 779","SAJC","SERVICE DES AFFAIRES JURIDIQUES ET DU CONTENTIEUX","COMPLEMENT D'EFFECTIF","CHEF DE DIVISION DOCUMENTATION JURIDIQUE","","SAJC","DAJLF",12/11/14
"2000DEC65","275 781","DLSD","DIRECTION DE LA LEGISLATION ET DES STATISTIQUES DOUANIERES","COMPLEMENT D'EFFECTIF","COMPLEMENT D'EFFECTIF","","","",
"2003DEC63","275 781","SLF","SERVICE DE LA LUTTE CONTRE LA FRAUDE","COMPLEMENT D'EFFECTIF","COMPLEMENT D'EFFECTIF","","SLF","DAJLF",
"2014DEC301","275 781","SPCB","SERVICE DE PILOTAGE ET DE COORDINATION DES BUREAUX DES DOUANES","COMPLEMENT D'EFFECTIF","COMPLEMENT D'EFFECTIF","","SPCB","DSE",
"2000DEC32","275 786","SLF","SERVICE DE LA LUTTE CONTRE LA FRAUDE","COMPLEMENT D'EFFECTIF","COMPLEMENT D'EFFECTIF","","","",
"2005DEC117","275 786","CCSEAD","CELLULE DE COORDINATION,DE SUIVI ET D'EVALUATION DES ACTIONS DOUANIERES","COMPLEMENT D'EFFECTIF","COMPLEMENT D'EFFECTIF","","","DGD",
"2007DEC161","275 786","SAE","SERVICE DES ACTIONS ECONOMIQUES","COMPLEMENT D'EFFECTIF","COMPLEMENT D'EFFECTIF","","SAE","DLRE",
"2014DEC216","275 786","12IV","IVATO-AEROPORT","COMPLEMENT D'EFFECTIF","COORDONNATEUR ET COPDIV","","SPCB","DSE",08/08/14
"2000DEC53","276 154","21TO","BUREAU DES DOUANES DE TOAMASINA PORT","COMPLEMENT D'EFFECTIF","COMPLEMENT D'EFFECTIF","","","",
"2005DEC127","276 154","CCSEAD","CELLULE DE COORDINATION,DE SUIVI ET D'EVALUATION DES ACTIONS DOUANIERES","COMPLEMENT D'EFFECTIF","AFFECTATION PROVISOIRE","","","",
"2000DEC55","276 155","DESD","DIRECTION DES ENQUETES ET DE LA SURVEILLANCE DOUANIERES","COMPLEMENT D'EFFECTIF","","","","",03/07/00
"2006DEC85","276 155","SLR","SERVICE DE LA LEGISLATION ET DE LA REGLEMENTATION","COMPLEMENT D'EFFECTIF","","","SLR","DLRE",
"2007DEC152","276 155","CCSEAD","CELLULE DE COORDINATION,DE SUIVI ET D'EVALUATION DES ACTIONS DOUANIERES","COMPLEMENT D'EFFECTIF","","","","DGD",10/08/07
"2009DEC130","276 155","DLRE","DIRECTION DE LA LEGISLATION,DE LA REGLEMENTATION ET DES ETUDES","COMPLEMENT D'EFFECTIF","","","","",07/09/09
"2014DEC238","276 155","SRAR","SERVICE DU RENSEIGNEMENT ET DE L'ANALYSE DES RISQUES","COMPLEMENT D'EFFECTIF","","","SRAR","DAJLF",11/09/14
"2015DEC196","276 155","SLF","SERVICE DE LA LUTTE CONTRE LA FRAUDE","COMPLEMENT D'EFFECTIF","CHEF DE DIVISION CAP","CAP","SLF","DAJLF",16/09/15
"2000DEC54","276 156","12IV","IVATO-AEROPORT","COMPLEMENT D'EFFECTIF","","","","",
"2005DEC98","276 156","SBID","SERVICE DE LA BRIGADE D'INSPECTION DOUANIERE","COMPLEMENT D'EFFECTIF","","","","",
"2011DEC121","276 156","DSE","DIRECTION DES SERVICES EXTERIEURS","ABROGEE","","","","DSE",
"2014DEC239","276 156","SVO","SERVICE DE LA VALEUR ET DE L'ORIGINE","ABROGEE","","","SVO","DLV",
"2014DEC282","276 156","SRI","SERVICE DES RELATIONS INTERNATIONALES","COMPLEMENT D'EFFECTIF","CHEF DE DIVISION COOPERATION AVEC LES ORGAN.INTLES","COOPERATION AVEC LES ORGANISATIONS INTLES","SRI","DLV",11/09/14
"2000DEC56","276 158","SAJC","SERVICE DES AFFAIRES JURIDIQUES ET DU CONTENTIEUX","COMPLEMENT D'EFFECTIF","","","","",
"2005DEC118","276 158","11AN","ANTANANARIVO","COMPLEMENT D'EFFECTIF","","","SOC","DSE",15/12/05
"2008DEC124","276 158","12IV","IVATO-AEROPORT","ABROGEE","","","SOC","DSE",30/01/08
"2000DEC57","276 159","DESD","DIRECTION DES ENQUETES ET DE LA SURVEILLANCE DOUANIERES","COMPLEMENT D'EFFECTIF","","","","",03/07/00
"2005DEC99","276 159","12IV","IVATO-AEROPORT","COMPLEMENT D'EFFECTIF","","","","",04/10/05
"2014DEC294","276 159","SAE","SERVICE DES ACTIONS ECONOMIQUES","NOMINATION CHEF DE SERVICE","CHEF DU SERVICE SAE","","SAE","DLRE",
"2000DEC58","276 161","12IV","IVATO-AEROPORT","COMPLEMENT D'EFFECTIF","","","","",
"2001DEC55","276 162","SLF","SERVICE DE LA LUTTE CONTRE LA FRAUDE","COMPLEMENT D'EFFECTIF","COMPLEMENT D'EFFECTIF","","","",
"2005DEC100","276 162","SSD","SERVICE DE LA SURVEILLANCE DOUANIERE","COMPLEMENT D'EFFECTIF","COMPLEMENT D'EFFECTIF","","","",
"2000DEC42","276 163","DESD","DIRECTION DES ENQUETES ET DE LA SURVEILLANCE DOUANIERES","COMPLEMENT D'EFFECTIF","","","","",03/07/00
"2000DEC59","276 163","SCRS","SERVICE DU CONTROLE DES REGIMES SUSPENSIFS","COMPLEMENT D'EFFECTIF","","","","",
"2004DEC59","276 163","42MG","MAHAJANGA","COMPLEMENT D'EFFECTIF","","","","",22/03/04
"2006DEC83","276 163","SRI","SERVICE DES RELATIONS INTERNATIONALES","COMPLEMENT D'EFFECTIF","","","SRI","DLRE",05/07/06
"2000DEC43","276 164","DESD","DIRECTION DES ENQUETES ET DE LA SURVEILLANCE DOUANIERES","COMPLEMENT D'EFFECTIF","","","","",03/07/00
"2000DEC60","276 164","SCRS","SERVICE DU CONTROLE DES REGIMES SUSPENSIFS","COMPLEMENT D'EFFECTIF","","","","",
"2000DEC64","276 164","42MG","MAHAJANGA","COMPLEMENT D'EFFECTIF","","","","",
"2004DEC65","276 164","12IV","IVATO-AEROPORT","COMPLEMENT D'EFFECTIF","","","","",
"2014DEC240","276 164","SRAR","SERVICE DU RENSEIGNEMENT ET DE L'ANALYSE DES RISQUES","COMPLEMENT D'EFFECTIF","","","SRAR","",09/09/14
"2015DEC179","276 164","21TO","BUREAU DES DOUANES DE TOAMASINA PORT","COMPLEMENT D'EFFECTIF","","","SPCB","",05/06/15
"2000DEC44","276 165","DESD","DIRECTION DES ENQUETES ET DE LA SURVEILLANCE DOUANIERES","COMPLEMENT D'EFFECTIF","","","","",03/07/00
"2000DEC61","276 165","SAJC","SERVICE DES AFFAIRES JURIDIQUES ET DU CONTENTIEUX","COMPLEMENT D'EFFECTIF","","","","",03/07/00
"2014DEC241","276 165","SLF","SERVICE DE LA LUTTE CONTRE LA FRAUDE","COMPLEMENT D'EFFECTIF","","","SLF","DAJLF",19/08/14
"2014DEC291","276 165","DSE","DIRECTION DES SERVICES EXTERIEURS","NOMINATION","CHEF DE DIVISION SUPERVISION ET COORDINATION","","","DSE",22/09/14
"2000DEC45","276 166","21TO","BUREAU DES DOUANES DE TOAMASINA PORT","COMPLEMENT D'EFFECTIF","","","","",04/07/00
"2005DEC101","276 166","SBID","SERVICE DE LA BRIGADE D'INSPECTION DOUANIERE","COMPLEMENT D'EFFECTIF","","","","",
"2007DEC155","276 166","12IV","IVATO-AEROPORT","COMPLEMENT D'EFFECTIF","","","SPCB","DSE",17/09/07
"2013DEC145","276 166","14MA","MAMORY-IVATO","COMPLEMENT D'EFFECTIF","","","SPCB","DSE",
"2014DEC267","276 166","SSOC","SERVICE DE SUIVI DES OPERATIONS COMMERCIALES","COMPLEMENT D'EFFECTIF","","","SSOC","DSE",09/12/13
"2001DEC52","276 167","DESD","DIRECTION DES ENQUETES ET DE LA SURVEILLANCE DOUANIERES","COMPLEMENT D'EFFECTIF","","","","",
"2000DEC33","276 167","21TO","BUREAU DES DOUANES DE TOAMASINA PORT","COMPLEMENT D'EFFECTIF","","","","",06/07/00
"2005DEC85","276 167","SVO","SERVICE DE LA VALEUR ET DE L'ORIGINE","COMPLEMENT D'EFFECTIF","","","SVO","DLRE",06/06/05
"2005DEC124","276 167","12IV","IVATO-AEROPORT","COMPLEMENT D'EFFECTIF","","","","",14/11/05
"2015DEC199","276 167","DSE","DIRECTION DES SERVICES EXTERIEURS","COMPLEMENT D'EFFECTIF","","","","DSE",
"2000DEC46","276 168","11AN","ANTANANARIVO","COMPLEMENT D'EFFECTIF","","","","",04/07/00
"2005DEC102","276 168","SLF","SERVICE DE LA LUTTE CONTRE LA FRAUDE","COMPLEMENT D'EFFECTIF","","","SLF","DAJLF",07/11/05
"2007DEC162","276 168","15ZS","ANTENNE DES DOUANES ANOSIZATO","COMPLEMENT D'EFFECTIF","","","","DSE",20/11/08
"2010DEC126","276 168","DSE","DIRECTION DES SERVICES EXTERIEURS","COMPLEMENT D'EFFECTIF","","","","DSE",17/03/10
"2000DEC34","276 169","42MG","MAHAJANGA","COMPLEMENT D'EFFECTIF","","","","",31/07/00
"2000DEC63","276 169","DESD","DIRECTION DES ENQUETES ET DE LA SURVEILLANCE DOUANIERES","COMPLEMENT D'EFFECTIF","","","","",27/11/00
"2000DEC47","276 170","11AN","ANTANANARIVO","COMPLEMENT D'EFFECTIF","","","","",04/07/00
"2000DEC48","276 171","SSC","SERVICE DES STATISTIQUES ET DE LA COMPTABILITE","COMPLEMENT D'EFFECTIF","COMPLEMENT D'EFFECTIF","","","",
"2002DEC50","276 171","DESD","DIRECTION DES ENQUETES ET DE LA SURVEILLANCE DOUANIERES","COMPLEMENT D'EFFECTIF","COMPLEMENT D'EFFECTIF","","","",
"2010DEC140","276 209","21TO","BUREAU DES DOUANES DE TOAMASINA PORT","COMPLEMENT D'EFFECTIF","","","SOC","DSE",24/11/10
"2015DEC187","276 209","DRF","DIRECTION DES RESSOURCES ET DE LA FORMATION","COMPLEMENT D'EFFECTIF","","","","",
"2015DEC203","276 209","SLR","SERVICE DE LA LEGISLATION ET DE LA REGLEMENTATION","COMPLEMENT D'EFFECTIF","CHEF DE DIVISION TARIF","","SLR","DLV",26/10/15
"2007DEC124","276 251","CCSEAD","CELLULE DE COORDINATION,DE SUIVI ET D'EVALUATION DES ACTIONS DOUANIERES","COMPLEMENT D'EFFECTIF","COMPLEMENT D'EFFECTIF","","","DGD",
"2007DEC136","276 251","34AS","ANTSIRANANA","COMPLEMENT D'EFFECTIF","COMPLEMENT D'EFFECTIF","","SPCB","DSE",
"2012DEC115","276 251","63FI","FIANARANTSOA","COMPLEMENT D'EFFECTIF","COMPLEMENT D'EFFECTIF","","SPCB","DSE",11/06/12
"2010DEC138","278 584","53TL","TOLIARA","COMPLEMENT D'EFFECTIF","COMPLEMENT D'EFFECTIF","","SPCB","DSE",
"2014DEC243","278 584","SAJC","SERVICE DES AFFAIRES JURIDIQUES ET DU CONTENTIEUX","NOMINATION","CHEF DE DIVISION DU RECOUVREMENT","RECOUVREMENT","SAJC","DAJLF",06/10/14
"2006DEC94","278 725","11AN","ANTANANARIVO","COMPLEMENT D'EFFECTIF","COMPLEMENT D'EFFECTIF","","SOC","DSE",
"2007DEC172","278 725","12IV","IVATO-AEROPORT","COMPLEMENT D'EFFECTIF","COMPLEMENT D'EFFECTIF","","SOC","DSE",
"2014DEC302","278 725","11AN","ANTANANARIVO","NOMINATION","CHEF DES OPERATIONS COMMERCIALES","","SPCB","DSE",14/11/14
"2007DEC163","279 622","63FI","FIANARANTSOA","ABROGEE","","","SOC","DSE",
"2009DEC121","279 622","SRDAAMI","SERVICE DU RENSEIGNMT, DE LA DOC ET DE L'ASSIST ADMIN MUT INTLE","COMPLEMENT D'EFFECTIF","COMPLEMENT D'EFFECTIF","","","",
"2014DEC268","279 622","SSOC","SERVICE DE SUIVI DES OPERATIONS COMMERCIALES","NOMINATION","CHEF DE DIVISION","","SSOC","DSE",04/08/14
"2001DEC68","280 088","DESD","DIRECTION DES ENQUETES ET DE LA SURVEILLANCE DOUANIERES","Complement d'effectif","COMPLEMENT D'EFFECTIF","","","",
"2005DEC103","280 088","SBID","SERVICE DE LA BRIGADE D'INSPECTION DOUANIERE","Complement d'effectif","COMPLEMENT D'EFFECTIF","","SPCB","DSE",
"2007DEC144","280 088","12IV","IVATO-AEROPORT","Complement d'effectif","COMPLEMENT D'EFFECTIF","","SPCB","DSE",
"2014DEC276","280 088","SCAP","SERVICE DE COORDINATION DES ACTIONS DOUANIERES ET DE LA PROGRAMMATION","COMPLEMENT D'EFFECTIF","COMPLEMENT D'EFFECTIF","","SCAP","DGD",
"2001DEC62","280 089","21TO","BUREAU DES DOUANES DE TOAMASINA PORT","COMPLEMENT D'EFFECTIF","","","","",09/08/01
"2001DEC69","280 089","21TO","BUREAU DES DOUANES DE TOAMASINA PORT","COMPLEMENT D'EFFECTIF","","","","",
"2005DEC104","280 089","DSCD","DIRECTION DES STATISTIQUES ET DE LA COMPTABILITE DOUANIERES","COMPLEMENT D'EFFECTIF","","","","DSCD",11/10/05
"2007DEC169","280 089","16ZE","ANTENNE DES DOUANES ANOSISOA","COMPLEMENT D'EFFECTIF","","","","DSE",
"2013DEC146","280 089","14MA","MAMORY-IVATO","COMPLEMENT D'EFFECTIF","","","SPCB","DSE",09/12/13
"2014DEC303","280 089","12IV","IVATO-AEROPORT","COMPLEMENT D'EFFECTIF","","","SPCB","DSE",20/10/14
"2005DEC105","280 090","SAJC","SERVICE DES AFFAIRES JURIDIQUES ET DU CONTENTIEUX","COMPLEMENT D'EFFECTIF","COMPLEMENT D'EFFECTIF","","SAJC","DAJLF",
"2000DEC35","280 091","21TO","BUREAU DES DOUANES DE TOAMASINA PORT","COMPLEMENT D'EFFECTIF","COMPLEMENT D'EFFECTIF","","","",
"2001DEC70","280 091","DESD","DIRECTION DES ENQUETES ET DE LA SURVEILLANCE DOUANIERES","COMPLEMENT D'EFFECTIF","COMPLEMENT D'EFFECTIF","","","",
"2002DEC55","280 091","42MG","MAHAJANGA","COMPLEMENT D'EFFECTIF","COMPLEMENT D'EFFECTIF","","","",
"2005DEC106","280 091","SBID","SERVICE DE LA BRIGADE D'INSPECTION DOUANIERE","COMPLEMENT D'EFFECTIF","COMPLEMENT D'EFFECTIF","","","",
"2007DEC189","280 091","12IV","IVATO-AEROPORT","COMPLEMENT D'EFFECTIF","ABROGE","","SOC","DSE",
